loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
1731,K2-395 c,K2-395,1,2,0,0,Transit,8.491282,0.000335,-0.000304,0,,,,,,,,,3.395,0.28,-0.257,0,11.4,,,0,1.6,,,0,,,,,2457823.579,0.0016,-0.0016,0,2.3,,,0,0.0397,0.002,-0.002,0,,,,,0.78,0.05,-0.05,0,0.95,0.42,-0.29,0,4.63,0.15,-0.15,0,1.71722,,,0,,,,,,,,,,,,,286.727,3.103,-3.038
1732,K2-396 b,K2-396,1,2,0,0,Transit,0.673862,0.000016,-0.000019,0,,,,,,,,,1.579,0.114,-0.103,0,3.12,,,0,4.35,,,0,,,,,2457820.964,0.0016,-0.0014,0,1.6,,,0,0.0157,0,0,0,,,,,0.92,0.06,-0.06,0,0.95,0.43,-0.29,0,4.49,0.15,-0.15,0,1.37621,0.54924,-0.3735,0,,,,,,,,,,,,,274.864,2.884,-2.825
1733,K2-396 c,K2-396,1,2,0,0,Transit,25.76051,0.001999,-0.001887,0,,,,,,,,,3.124,0.178,-0.112,0,9.93,,,0,1.79,,,0,,,,,2457829.418,0.0018,-0.0027,0,,,,,0.0311,0.003,-0.001,0,,,,,0.92,0.06,-0.06,0,0.95,0.43,-0.29,0,4.49,0.15,-0.15,0,1.37621,0.54924,-0.3735,0,,,,,,,,,,,,,274.864,2.884,-2.825
1734,K2-397 b,K2-397,1,1,0,0,Transit,3.572326,0.00018,-0.000155,0,,,,,,,,,2.417,0.187,-0.183,0,6.42,,,0,2.5,,,0,,,,,2457823.575,0.002,-0.0022,0,1.3,,,0,0.0229,0.001,-0.001,0,,,,,0.97,0.06,-0.06,0,0.94,0.41,-0.29,0,4.44,0.15,-0.15,0,1.47421,0.29512,-0.37462,0,,,,,,,,,,,,,199.354,1.598,-1.574
1735,K2-398 b,K2-398,1,2,0,0,Transit,6.393025,0.001139,-0.00075,0,,,,,,,,,2.274,0.113,-0.111,0,5.79,,,0,2.71,,,0,,,,,2457909.045,0.0042,-0.0048,0,3.7,,,0,0.0168,0.001,-0.001,0,,,,,1.24,0.03,-0.03,0,0.95,0.09,-0.08,0,4.23,0.03,-0.03,0,0.7489,0.17101,-0.1356,0,,,,,,,,,,,,,606.992,13.07,-12.539
1736,K2-398 c,K2-398,1,2,0,0,Transit,18.787839,0.000877,-0.000993,0,,,,,,,,,5.098,0.154,-0.146,0,22.8,,,0,0.946,,,0,,,,,2457911.685,0.0015,-0.0016,0,4.7,,,0,0.0377,0.001,-0.001,0,,,,,1.24,0.03,-0.03,0,0.95,0.09,-0.08,0,4.23,0.03,-0.03,0,0.7489,0.17101,-0.1356,0,,,,,,,,,,,,,606.992,13.07,-12.539
1737,K2-399 b,K2-399,1,1,0,0,Transit,0.759978,0.00001,-0.00001,0,,,,,,,,,6.049,1.047,-0.481,0,30.5,,,0,0.757,,,0,,,,,2457906.219,0.0006,-0.0006,0,0.974735,0.1196892,-0.1196892,0,0.0359,0.006,-0.003,0,,,,,1.54,0.05,-0.05,0,0.78,0.13,-0.11,0,3.96,0.06,-0.06,0,0.31129,0.09118,-0.06177,0,,,,,,,,,,,,,515.491,12.347,-11.793
1738,K2-4 b,K2-4,1,1,0,0,Transit,10.003417,0.001017,-0.000996,0,0.078,0.003,-0.003,0,0.336,,,0,2.1,0.2,-0.19,0,5.06,,,0,3,,,0,0.08,0.161192,-0.068641,0,2456815.524,0.004,-0.004,0,2.9232,0.0936,-0.1272,0,0.03375,0.0012,-0.00115,0,,,,,0.57,0.05,-0.05,0,0.64,0.06,-0.06,0,4.85,0.06,-0.06,0,2.81523,,,0,,,,,,,,,,,,,231.828,2.129,-2.091
1739,K2-400 b,K2-400,1,1,0,0,Transit,3.865053,0.000186,-0.000182,0,,,,,,,,,1.163,0.051,-0.049,0,1.67,,,0,5.83,,,0,,,,,2457908.623,0.0025,-0.0026,0,1.6,,,0,0.0279,0.001,-0.001,0,,,,,0.38,0.01,-0.01,0,0.37,0.01,-0.01,0,4.85,0.03,-0.03,0,9.34957,0.33634,-0.33634,0,,,,,,,,,,,,,62.3804,0.2344,-0.2327
1740,K2-401 b,K2-401,1,1,0,0,Transit,6.293099,0.000571,-0.000707,0,,,,,,,,,2.262,0.209,-0.192,0,5.74,,,0,2.73,,,0,,,,,2457906.953,0.0067,-0.0048,0,1.9,,,0,0.0306,0.002,-0.002,0,,,,,0.68,0.05,-0.05,0,0.87,0.4,-0.27,0,4.72,0.15,-0.15,0,3.03273,0.87522,-0.96732,0,,,,,,,,,,,,,200.727,1.54,-1.517
1741,K2-402 b,K2-402,1,1,0,0,Transit,17.27474,0.002593,-0.003175,0,,,,,,,,,2.678,0.213,-0.195,0,7.65,,,0,2.19,,,0,,,,,2457920.429,0.0036,-0.0044,0,5.2,,,0,0.0192,0.001,-0.001,0,,,,,1.28,0.09,-0.08,0,0.94,0.42,-0.29,0,4.2,0.15,-0.15,0,0.76708,0.23308,-0.11961,0,,,,,,,,,,,,,523.055,17.949,-16.816
1742,K2-403 b,K2-403,1,1,0,0,Transit,33.589979,0.000768,-0.000768,0,,,,,,,,,5.333,0.357,-0.387,0,24.6,,,0,0.891,,,0,,,,,2457908.961,0.0014,-0.0011,0,6.385,0.613,-0.613,0,0.0551,0.001,-0.002,0,,,,,0.89,0.06,-0.05,0,0.78,0.34,-0.24,0,4.44,0.15,-0.15,0,1.75977,0.33091,-0.46053,0,,,,,,,,,,,,,246.599,2.561,-2.509
1743,K2-404 b,K2-404,1,1,0,0,Transit,13.115365,0.000443,-0.000609,0,,,,,,,,,2.53,0.084,-0.083,0,6.94,,,0,2.35,,,0,,,,,2457917.837,0.001,-0.0008,0,2.7,,,0,0.042,0.001,-0.001,0,,,,,0.55,0.02,-0.02,0,0.55,0.02,-0.02,0,4.7,0.03,-0.03,0,4.55922,0.23838,-0.23838,0,,,,,,,,,,,,,121.63,0.5795,-0.5795
1744,K2-405 b,K2-405,1,1,0,0,Transit,3.435471,0.000036,-0.000031,0,,,,,,,,,4.569,0.085,-0.123,0,18.9,,,0,1.09,,,0,,,,,2457908.996,0.0004,-0.0004,0,2.11,0.109,-0.109,0,0.0548,0.001,-0.004,0,,,,,0.77,0.05,-0.05,0,1.03,0.46,-0.31,0,4.69,0.15,-0.15,0,2.16758,0.64637,-0.50774,0,,,,,,,,,,,,,197.234,2.081,-2.038
1745,K2-406 b,K2-406,1,1,0,0,Transit,22.549406,0.001377,-0.001433,0,,,,,,,,,4.602,0.311,-0.292,0,19.2,,,0,1.08,,,0,,,,,2458010.39,0.0025,-0.0023,0,4.8,,,0,0.0439,0.001,-0.001,0,,,,,0.96,0.06,-0.05,0,0.8,0.34,-0.25,0,4.37,0.15,-0.15,0,1.56556,0.30098,-0.37317,0,,,,,,,,,,,,,85.3751,0.6239,-0.6151
1746,K2-407 b,K2-407,1,2,0,0,Transit,4.941907,0.000661,-0.000696,0,,,,,,,,,1.283,0.097,-0.089,0,2.19,,,0,5.7,,,0,,,,,2457993.51,0.0075,-0.0071,0,2.9,,,0,0.0127,0.001,-0.001,0,,,,,0.93,0.06,-0.05,0,0.88,0.39,-0.27,0,4.45,0.15,-0.15,0,1.58067,0.27417,-0.41667,0,,,,,,,,,,,,,218.376,1.676,-1.651
1747,K2-407 c,K2-407,1,2,0,0,Transit,9.22453,0.001322,-0.000911,0,,,,,,,,,1.36,0.096,-0.088,0,2.42,,,0,5.29,,,0,,,,,2457997.655,0.004,-0.0043,0,3.7,,,0,0.0134,0,0,0,,,,,0.93,0.06,-0.05,0,0.88,0.39,-0.27,0,4.45,0.15,-0.15,0,1.58067,0.27417,-0.41667,0,,,,,,,,,,,,,218.376,1.676,-1.651
1748,K2-408 b,K2-408,1,1,0,0,Transit,20.978959,0.001305,-0.001247,0,,,,,,,,,1.677,0.118,-0.109,0,3.45,,,0,4.02,,,0,,,,,2457991.536,0.0039,-0.0042,0,4.4,,,0,0.0196,0.001,0,0,,,,,0.78,0.05,-0.05,0,0.81,0.37,-0.25,0,4.56,0.15,-0.15,0,2.29463,0.69766,-0.46507,0,,,,,,,,,,,,,162.306,1.351,-1.329
1749,K2-409 b,K2-409,1,1,0,0,Transit,1.908084,0.000047,-0.000058,0,,,,,,,,,2.482,0.174,-0.158,0,6.72,,,0,2.42,,,0,,,,,2457990.284,0.0011,-0.0013,0,2.5,,,0,0.0185,0.001,0,0,,,,,1.23,0.08,-0.07,0,0.89,0.37,-0.27,0,4.2,0.15,-0.15,0,0.67922,0.1222,-0.17818,0,,,,,,,,,,,,,431.031,8.048,-7.764
1750,K2-411 b,K2-411,1,1,0,0,Transit,3.2141,0.0002,-0.0002,0,0.0511,0.0021,-0.0028,0,0.171,,,0,0.99,0.05,-0.049,0,0.937,,,0,5.31,,,0,,,,,2457064.836,0.0019,-0.0018,0,,,,,,,,,,,,,1.38,0.07,-0.07,0,1.02,0.13,-0.13,0,4.17,0.07,-0.07,0,0.55222,0.146,-0.08552,0,,,,,,,,,,,,,298.219,4.983,-4.825
1751,K2-412 b,K2-412,1,1,0,0,Transit,5.9382,0.0006,-0.0004,0,0.0586,0.0032,-0.0033,0,0.0896,,,0,2.116,0.105,-0.105,0,5.13,,,0,2.98,,,0,,,,,2457823.146,0.0043,-0.0028,0,,,,,,,,,,,,,0.98,0.07,-0.06,0,0.89,0.41,-0.28,0,4.41,0.15,-0.15,0,0.81932,,,0,,,,,,,,,,,,,654.085,18.368,-17.408
1752,K2-413 b,K2-413,1,2,0,0,Transit,0.8094,0.00003,-0.00003,0,0.0117,0.0009,-0.0012,0,0.041,,,0,0.76,0.076,-0.05,0,0.363,,,0,4.55,,,0,,,,,2457738.692,0.0017,-0.0021,0,,,,,,,,,,,,,0.7,0.06,-0.05,0,0.81,0.36,-0.26,0,4.66,0.15,-0.15,0,2.18283,,,0,,,,,,,,,,,,,285.162,3.569,-3.483
1753,K2-413 c,K2-413,1,2,0,0,Transit,5.3301,0.0003,-0.0003,0,0.0426,0.0016,-0.0019,0,0.149,,,0,1.233,0.057,-0.059,0,2.05,,,0,6.01,,,0,,,,,2457739.167,0.0023,-0.0024,0,,,,,,,,,,,,,0.7,0.06,-0.05,0,0.81,0.36,-0.26,0,4.66,0.15,-0.15,0,2.18283,,,0,,,,,,,,,,,,,285.162,3.569,-3.483
1754,K2-414 b,K2-414,1,2,0,0,Transit,4.3696,0.0001,-0.0001,0,0.0487,0.0027,-0.0031,0,0.187,,,0,1.219,0.1,-0.073,0,1.98,,,0,6.01,,,0,,,,,2457742.099,0.0013,-0.0013,0,,,,,,,,,,,,,0.73,0.06,-0.05,0,0.81,0.36,-0.25,0,4.62,0.15,-0.15,0,2.29129,,,0,,,,,,,,,,,,,260.036,2.374,-2.333
1755,K2-414 c,K2-414,1,2,0,0,Transit,6.669,0.0002,-0.0002,0,0.0552,0.0017,-0.0023,0,0.212,,,0,1.929,0.063,-0.073,0,4.38,,,0,3.35,,,0,,,,,2457740.256,0.001,-0.0012,0,,,,,,,,,,,,,0.73,0.06,-0.05,0,0.81,0.36,-0.25,0,4.62,0.15,-0.15,0,2.29129,,,0,,,,,,,,,,,,,260.036,2.374,-2.333
1756,K2-415 b,K2-415,1,1,0,0,Transit,4.0179694,0.0000027,-0.0000027,0,0.027,0.00023,-0.00023,0,1.24,,,0,1.015,0.051,-0.005,0,7.5,,,1,,,,,,,,,2458100.071,0.00069,-0.00069,0,1.1195616,0.3302883,-0.3302883,0,0.0472,0.002,-0.0018,0,,,,,0.2,0.01,-0.01,0,0.16,0,0,0,5.07,0.03,-0.03,0,30.3,2.9,-2.6,0,,,,,4.3,0.06,-0.06,0,22.5,0.1,-0.1,0,21.8182,0.0307,-0.0307
1757,K2-416 b,K2-416,1,1,0,0,Transit,13.102,0.0026,-0.0024,0,0.088,0.01,-0.021,0,0.731,,,0,2.66,0.19,-0.14,0,1652.70772,,,1,,,,,,,,,2458371.838,0.0018,-0.0021,0,2.77,0.13,-0.1,0,0.044,0.0029,-0.0018,0,,,,,0.55,0.02,-0.02,0,0.55,0.01,-0.01,0,4.69,0.04,-0.04,0,4.5822,0.24015,-0.24015,0,,,,,,,,,,,,,120.311,0.605,-0.599
1758,K2-417 b,K2-417,1,1,0,0,Transit,6.535,0.0014,-0.0014,0,0.063,0.006,-0.014,0,0.67,,,0,3.31,0.14,-0.12,0,699.2225,,,1,,,,,,,,,2458373.032,0.0009,-0.001,0,2.07,0.1,-0.08,0,0.0525,0.0022,-0.0019,0,,,,,0.58,0,0,0,0.57,0.01,-0.01,0,4.67,0.01,-0.01,0,4.18224,0.22238,-0.22238,0,,,,,,,,,,,,,94.0424,0.3023,-0.3003
1759,K2-42 b,K2-42,1,1,0,0,Transit,6.68796,0.00093,-0.00093,0,0.0617,0.0013,-0.0013,0,0.155,,,0,2.15,0.24,-0.24,0,5.27,,,0,2.91,,,0,,,,,2456814.676,0.0052,-0.0052,0,3.04,0.2,-0.2,0,0.0304,0.0028,-0.0028,0,,,,,0.64,0.04,-0.04,0,0.7,0.05,-0.05,0,4.66,0.05,-0.05,0,2.58259,,,0,,,,,,,,,,,,,396.913,7.94,-7.64
1760,K2-43 b,K2-43,1,2,0,0,Transit,3.471149,0.000104,-0.000052,0,0.03784,0.00063,-0.00063,0,0.207,,,0,4.51,0.44,-0.19,0,18.5,,,0,1.11,,,0,0.07,0.149039,-0.057685,0,2456809.884,0.00071,-0.00071,0,2.0448,0.072,-0.1056,0,0.04298,0.00232,-0.00168,0,,,,,0.54,0.05,-0.02,0,0.57,0.11,-0.06,0,4.68,0.01,-0.01,0,4.39884,0.24208,-0.24208,0,,,,,,,,,,,,,182.536,1.9095,-1.9095
1761,K2-43 c,K2-43,1,2,0,0,Transit,2.198884,0.000022,-0.000011,0,,,,,,,,,2.42,0.26,-0.11,0,6.44,,,0,2.5,,,0,,,,,2456810.406,0.0099,-0.0098,0,1.44,0.168,-0.24,0,0.02319,0.0013,-0.001,0,,,,,0.54,0.05,-0.02,0,0.57,0.11,-0.06,0,4.68,0.01,-0.01,0,4.39884,0.24208,-0.24208,0,,,,,,,,,,,,,182.536,1.9095,-1.9095
1762,K2-44 b,K2-44,1,1,0,0,Transit,5.657,0.0002,-0.0002,0,0.06,0.0019,-0.0029,0,0.126,,,0,2.433,0.089,-0.072,0,6.5,,,0,2.48,,,0,,,,,2456811.709,0.0012,-0.0011,0,4.296,0.0888,-0.1128,0,0.0141,0.0005,-0.0004,0,,,,,1.58,0.15,-0.15,0,1.15,0.06,-0.06,0,4.1,0.06,-0.06,0,0.32177,0.07252,-0.0602,0,,,,,,,,,47.46,1,-1,0,476.703,10.202,-9.791
1763,K2-45 b,K2-45,1,1,0,0,Transit,1.7292684,0.0000069,-0.0000069,0,0.0224,0.0012,-0.0012,0,0.0452,,,0,6.71,0,0,0,36.4,,,0,0.662,,,0,0.1,0.142951,-0.084953,0,2456809.526,0.00018,-0.00018,0,1.689,0.014,-0.014,0,0.1376,0.0019,-0.0019,0,,,,,0.45,0.07,-0.07,0,0.5,0.08,-0.08,0,4.82,0.07,-0.07,0,2.12887,,,0,,,,,,,,,,,,,495.317,10.777,-10.335
1764,K2-46 b,K2-46,1,1,0,0,Transit,19.1541,0.0041,-0.0041,0,0.13821,0.00096,-0.00096,0,0.308,,,0,2.05,0.24,-0.24,0,4.86,,,0,3.1,,,0,,,,,2456815.335,0.0082,-0.0082,0,6.73,0.3,-0.3,0,0.0145,0.001,-0.001,0,,,,,1.29,0.12,-0.12,0,0.96,0.02,-0.02,0,4.2,0.07,-0.07,0,0.6011,0.13465,-0.13052,0,,,,,,,,,,,,,449.237,10.663,-10.188
1765,K2-47 b,K2-47,1,1,0,0,Transit,31.6372,0.0088,-0.0088,0,0.1779,0.0016,-0.0016,0,0.508,,,0,1.89,0.26,-0.26,0,4.23,,,0,3.44,,,0,,,,,2456825.703,0.014,-0.014,0,4,0.87,-0.87,0,0.0229,0.003,-0.003,0,,,,,0.76,0.03,-0.03,0,0.75,0.02,-0.02,0,4.54,0.04,-0.04,0,2.04062,,,0,,,,,,,,,,,,,349.881,5.2745,-5.2745
1766,K2-48 b,K2-48,1,1,0,0,Transit,20.5065,0.0035,-0.0035,0,0.1344,0.0012,-0.0012,0,0.428,,,0,2.24,0.24,-0.24,0,5.65,,,0,2.76,,,0,,,,,2456817.486,0.007,-0.007,0,3.01,0.27,-0.27,0,0.028,0.0029,-0.0029,0,,,,,0.73,0.02,-0.02,0,0.77,0.02,-0.02,0,4.6,0.03,-0.03,0,2.6926,,,0,,,,,,,,,,,,,313.764,2.856,-2.856
1767,K2-49 b,K2-49,1,1,0,0,Transit,2.77065,0.00015,-0.00015,0,0.0309,0.0029,-0.0029,0,0.0676,,,0,1.93,0.53,-0.53,0,4.38,,,0,3.35,,,0,,,,,2456810.02,0.0026,-0.0026,0,2.307,0.086,-0.086,0,0.0383,0.0028,-0.0028,0,,,,,0.45,0.12,-0.12,0,0.51,0.14,-0.14,0,4.81,0.11,-0.11,0,2.53526,,,0,,,,,,,,,,,,,457.125,10.223,-9.793
1768,K2-5 b,K2-5,1,2,0,0,Transit,5.73594,0.00064,-0.00064,0,0.0532,0.0038,-0.0038,0,0.262,,,0,1.91,0.44,-0.44,0,4.31,,,0,3.4,,,0,,,,,2456808.86,0.0048,-0.0048,0,2.654,0.607,-0.268,0,0.03031,0.00412,-0.00236,0,,,,,0.57,0.12,-0.12,0,0.61,0.13,-0.13,0,4.71,0.21,-0.21,0,4.4048,,,0,,,,,,,,,,,,,202.943,1.665,-1.639
1769,K2-5 c,K2-5,1,2,0,0,Transit,10.93241,0.00134,-0.00134,0,0.0818,0.0059,-0.0059,0,0.403,,,0,2.26,0.62,-0.62,0,5.73,,,0,2.73,,,0,,,,,2456814.601,0.0052,-0.0052,0,3.498,1.42,-0.58,0,0.03601,0.00805,-0.00475,0,,,,,0.57,0.12,-0.12,0,0.61,0.13,-0.13,0,4.71,0.21,-0.21,0,4.4048,,,0,,,,,,,,,,,,,202.943,1.665,-1.639
1770,K2-50 b,K2-50,1,2,0,0,Transit,8.7529,0.0013,-0.0013,0,0.0705,0.0022,-0.0022,0,0.274,,,0,1.59,0.24,-0.24,0,3.15,,,0,4.31,,,0,,,,,2456810.331,0.0074,-0.0074,0,2.68,0.26,-0.26,0,0.0264,0.003,-0.003,0,,,,,0.55,0.05,-0.05,0,0.61,0.06,-0.06,0,4.74,0.05,-0.05,0,2.55179,,,0,,,,,,,,,,,,,257.443,3.239,-3.239
1771,K2-52 b,K2-52,1,1,0,0,Transit,3.535055,0.000017,-0.000016,0,0.054,0.002,-0.002,0,0.052,,,0,18,2.2,-2.2,0,45700,,,0,43.1,,,0,,,,,2456896.026,0.00108,-0.00111,0,5.328,0.072,-0.072,0,0.075,0.001,-0.001,0,,,,,2.19,0.28,-0.23,0,1.69,0.16,-0.14,0,3.98,0.09,-0.09,0,0.22,0.08,-0.06,0,,,,,,,,,,,,,1038.41,71.37,-62.873
1772,K2-53 b,K2-53,1,1,0,0,Transit,12.20772,0.000123,-0.000113,0,0.098,0.001,-0.001,0,0.71,,,0,2.6,0.1,-0.1,0,7.27,,,0,2.27,,,0,,,,,2456896.386,0.00189,-0.00186,0,3.48,0.072,-0.072,0,0.03,0.001,-0.001,0,,,,,0.81,0.02,-0.01,0,0.85,0.03,-0.04,0,4.55,0.02,-0.03,0,2.29,0.15,-0.18,0,,,,,,,,,43.34,1.24,-1.24,0,138.018,1.14,-1.121
1773,K2-54 b,K2-54,1,1,0,0,Transit,9.7843,0.0014,-0.0014,0,0.0671,0.0037,-0.0037,0,0.384,,,0,1.15,0.19,-0.19,0,1.6,,,0,5.78,,,0,,,,,2456982.936,0.0053,-0.0053,0,2.76,0.18,-0.18,0,0.0272,0.0026,-0.0026,0,,,,,0.38,0.05,-0.05,0,0.42,0.07,-0.07,0,4.89,0.06,-0.06,0,3.36086,0.20664,-0.20664,0,,,,,,,,,,,,,174.955,1.0145,-1.0145
1774,K2-55 b,K2-55,1,1,0,0,Transit,2.849258,0.000033,-0.000033,0,0.03486,0.00078,-0.00078,0,0.219,,,0,3.82,0.32,-0.32,0,14,,,0,1.38,,,0,0.07,0.13,-0.06,0,2456983.423,0.0004,-0.0004,0,2.006,0.022,-0.022,0,0.0552,0.0013,-0.0013,0,,,,,0.63,0.05,-0.05,0,0.7,0.05,-0.05,0,4.67,0.05,-0.05,0,2.35056,0.79033,-0.73576,0,,,,,,,,,3.95,1.17,-1.17,0,159.522,0.73,-0.725
1775,K2-57 b,K2-57,1,1,0,0,Transit,9.0063,0.0013,-0.0013,0,0.0746,0.002,-0.002,0,0.282,,,0,2.1,0.25,-0.25,0,5.06,,,0,3,,,0,,,,,2456984.336,0.0048,-0.0048,0,2.29,0.18,-0.18,0,0.0308,0.0028,-0.0028,0,,,,,0.62,0.05,-0.05,0,0.68,0.06,-0.06,0,4.68,0.05,-0.05,0,2.98676,,,0,,,,,,,,,,,,,264.213,2.06,-2.029
1776,K2-58 b,K2-58,1,3,0,0,Transit,7.05254,0.00032,-0.00032,0,0.0692,0.0021,-0.0021,0,0.381,,,0,2.68,0.37,-0.37,0,7.65,,,0,2.18,,,0,,,,,2456986.976,0.0015,-0.0015,0,1.899,0.077,-0.077,0,0.028,0.0022,-0.0022,0,,,,,0.86,0.1,-0.1,0,0.89,0.08,-0.08,0,4.52,0.07,-0.07,0,2.00934,0.67607,-0.37925,0,,,,,,,,,6.49,0.84,-0.84,0,181.746,1.435,-1.413
1777,K2-58 c,K2-58,1,3,0,0,Transit,2.53726,0.00017,-0.00017,0,0.035,0.0011,-0.0011,0,0.193,,,0,1.62,0.23,-0.23,0,3.26,,,0,4.21,,,0,,,,,2456982.12,0.0023,-0.0023,0,1.996,0.082,-0.082,0,0.0169,0.0013,-0.0013,0,,,,,0.86,0.1,-0.1,0,0.89,0.08,-0.08,0,4.52,0.07,-0.07,0,2.00934,0.67607,-0.37925,0,,,,,,,,,6.49,0.84,-0.84,0,181.746,1.435,-1.413
1778,K2-58 d,K2-58,1,3,0,0,Transit,22.8827,0.004,-0.004,0,0.1517,0.0046,-0.0046,0,0.835,,,0,1.71,0.25,-0.25,0,3.57,,,0,3.92,,,0,,,,,2456998.07,0.0052,-0.0052,0,3.2,0.22,-0.22,0,0.018,0.0016,-0.0016,0,,,,,0.86,0.1,-0.1,0,0.89,0.08,-0.08,0,4.52,0.07,-0.07,0,2.00934,0.67607,-0.37925,0,,,,,,,,,6.49,0.84,-0.84,0,181.746,1.435,-1.413
1779,K2-59 b,K2-59,1,2,0,0,Transit,20.6921,0.0033,-0.0033,0,0.1354,0.0043,-0.0043,0,0.435,,,0,2.41,0.31,-0.31,0,6.39,,,0,2.51,,,0,,,,,2456987.06,0.0043,-0.0043,0,2.76,0.18,-0.18,0,0.0299,0.0025,-0.0025,0,,,,,0.73,0.07,-0.07,0,0.77,0.07,-0.07,0,4.59,0.05,-0.05,0,4.00081,,,0,,,,,,,,,,,,,311.313,3.544,-3.467
1780,K2-59 c,K2-59,1,2,0,0,Transit,11.2954,0.001,-0.001,0,0.0905,0.0028,-0.0028,0,0.291,,,0,2.3,0.29,-0.29,0,5.9,,,0,2.66,,,0,,,,,2456986.71,0.0029,-0.0029,0,1.75,0.12,-0.12,0,0.0286,0.0023,-0.0023,0,,,,,0.73,0.07,-0.07,0,0.77,0.07,-0.07,0,4.59,0.05,-0.05,0,4.00081,,,0,,,,,,,,,,,,,311.313,3.544,-3.467
1781,K2-6 b,K2-6,1,1,0,0,Transit,30.94191,0.00467,-0.00467,0,0.1898,0.0056,-0.0056,0,0.599,,,0,2.5,0.88,-0.88,0,6.8,,,0,2.39,,,0,,,,,2456827.501,0.009,-0.009,0,5.28,0.192,-0.24,0,0.02456,0.00149,-0.00094,0,,,,,0.96,0.14,-0.09,0,0.97,0.07,-0.07,0,4.4,0.07,-0.07,0,1.84715,0.40973,-0.50077,0,,,,,,,,,7.69,1.07,-1.07,0,316.819,6.458,-6.21
1782,K2-60 b,K2-60,1,1,0,0,Transit,3.00265,0.00004,-0.00004,0,0.045,0.003,-0.003,0,0.0915,,,0,7.656,0.415,-0.415,0,135.39558,11.75971,-11.75971,0,1.7,0.3,-0.3,0,0,,,0,2456928.059,0.0007,-0.0007,0,3.08,0.1,-0.1,0,0.063,0.001,-0.001,0,,,,,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0,4.07,0.11,-0.11,0,0.99,0.06,-0.06,0,2.2,0.5,-0.5,0,,,,,-45.48,0,0,0,491.87,11.47,-10.969
1783,K2-61 b,K2-61,1,1,0,0,Transit,2.57302,0.0002,-0.0002,0,0.0392,0.0024,-0.0024,0,0.0966,,,0,2.48,0.79,-0.79,0,6.71,,,0,2.42,,,0,,,,,2456983.22,0.0027,-0.0027,0,2.33,0.15,-0.15,0,0.0166,0.0011,-0.0011,0,,,,,1.36,0.41,-0.41,0,1.21,0.22,-0.22,0,4.25,0.2,-0.2,0,1.43264,0.33531,-0.30063,0,,,,,,,,,-8.15,3.13,-3.13,0,405.732,8.413,-8.083
1784,K2-62 b,K2-62,1,2,0,0,Transit,6.67202,0.00028,-0.00028,0,0.0636,0.0014,-0.0014,0,0.565,,,0,2.14,0.21,-0.21,0,5.22,,,0,2.93,,,0,,,,,2456982.684,0.0016,-0.0016,0,1.41,0.14,-0.14,0,0.0271,0.0017,-0.0017,0,,,,,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,4.6,0.04,-0.04,0,3.00696,0.89903,-0.73563,0,,,,,,,,,4.93,0.82,-0.82,0,112.467,0.491,-0.487
1785,K2-62 c,K2-62,1,2,0,0,Transit,16.1966,0.0012,-0.0012,0,0.1148,0.0025,-0.0025,0,1.02,,,0,2.14,0.22,-0.22,0,5.22,,,0,2.93,,,0,,,,,2456991.544,0.0024,-0.0024,0,1.29,0.12,-0.12,0,0.0269,0.0019,-0.0019,0,,,,,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,4.6,0.04,-0.04,0,3.00696,0.89903,-0.73563,0,,,,,,,,,4.93,0.82,-0.82,0,112.467,0.491,-0.487
